region,island,lon,lat,coral_cover
MHI,Hawaii,-155.00467864,19.73772804,0.4597114026546478
MHI,Hawaii,-156.02593362,19.64628898,0.28944987058639526
MHI,Hawaii,-154.98304733,19.70634833,0.3431386500597
MHI,Hawaii,-154.98459667,19.70841905,0.2500690817832947
MHI,Hawaii,-155.95975524,19.54215482,0.24763469398021698
MHI,Hawaii,-154.97105908,19.34935736,NA
MHI,Hawaii,-154.8719698,19.55465548,NA
MHI,Hawaii,-155.9098676,19.08725408,0.06958114355802536
MHI,Hawaii,-155.0842091,19.82464935,0.5511858016252518
MHI,Hawaii,-155.7243633,18.9654148,0.08063412457704544
MHI,Hawaii,-155.67084682,20.17682062,0.7728020548820496
