region,island,lon,lat,year,month,day,date,date_r,coral_cover
MHI,Hawaii,-155.9194,19.13287,2016,8,11,2016-08-11T10:00:00Z,2016-08-11,0.1076364815235138
MHI,Hawaii,-155.9005,19.25384,2016,8,11,2016-08-11T10:00:00Z,2016-08-11,NA
MHI,Hawaii,-155.2695,20.01456,2019,5,4,2019-05-04T22:00:00Z,2019-05-04,0.7210191488265991
MHI,Hawaii,-155.8862,20.11288,2016,8,15,2016-08-15T10:00:00Z,2016-08-15,0.6355101466178894
MHI,Hawaii,-155.8333,20.00345,2013,8,8,2013-08-08T10:00:00Z,2013-08-08,0.46580547094345093
MHI,Hawaii,-155.9859,19.61293,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.2758224308490753
MHI,Hawaii,-155.9856,19.61225,2016,8,10,2016-08-10T10:00:00Z,2016-08-10,0.2758224308490753
MHI,Hawaii,-155.9193,19.13333,2019,7,11,2019-07-11T22:00:00Z,2019-07-11,0.1076364815235138
MHI,Hawaii,-156.0481,19.69488,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.2549437880516052
MHI,Hawaii,-155.9223,19.44278,2024,7,10,2024-07-10T10:00:00Z,2024-07-10,0.2145552933216095
MHI,Hawaii,-155.9568,19.51032,2024,7,10,2024-07-10T10:00:00Z,2024-07-10,0.1879255324602127
MHI,Hawaii,-155.5519,20.12858,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.7580037117004395
MHI,Hawaii,-154.808,19.50603,2019,7,14,2019-07-14T22:00:00Z,2019-07-14,0.34991756081581116
MHI,Hawaii,-156.0157,19.80663,2019,7,16,2019-07-16T22:00:00Z,2019-07-16,0.3792707026004791
MHI,Hawaii,-155.4915,20.10971,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.7560394406318665
MHI,Hawaii,-155.1757,19.94789,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.34188932180404663
MHI,Hawaii,-155.919,19.125,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,0.1076364815235138
MHI,Hawaii,-155.7462,20.23238,2024,7,6,2024-07-06T10:00:00Z,2024-07-06,0.6791822910308838
MHI,Hawaii,-155.9855,19.83883,2019,7,16,2019-07-16T22:00:00Z,2019-07-16,0.33438605070114136
MHI,Hawaii,-155.919,19.13675,2013,8,4,2013-08-04T10:00:00Z,2013-08-04,0.08046668767929077
MHI,Hawaii,-155.3985,20.07441,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.6280936002731323
MHI,Hawaii,-155.7382,20.22848,2019,7,15,2019-07-15T22:00:00Z,2019-07-15,0.8048191666603088
MHI,Hawaii,-155.8829,19.9391,2013,8,8,2013-08-08T10:00:00Z,2013-08-08,0.41449782252311707
MHI,Hawaii,-155.4612,20.10142,2024,7,7,2024-07-07T10:00:00Z,2024-07-07,0.638988733291626
MHI,Hawaii,-155.0721,19.7494,2019,7,13,2019-07-13T22:00:00Z,2019-07-13,0.5391697883605957
MHI,Hawaii,-156.0369,19.6783,2024,7,10,2024-07-10T10:00:00Z,2024-07-10,0.24730722606182098
MHI,Hawaii,-155.9482,19.48275,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.17915818095207214
MHI,Hawaii,-155.25,20.00122,2019,5,4,2019-05-04T22:00:00Z,2019-05-04,0.605964183807373
MHI,Hawaii,-155.8381,19.98997,2013,8,8,2013-08-08T10:00:00Z,2013-08-08,0.544636070728302
MHI,Hawaii,-155.6779,20.18125,2019,7,15,2019-07-15T22:00:00Z,2019-07-15,0.769504189491272
MHI,Hawaii,-155.9849,19.84072,2015,6,20,2015-06-20T10:00:00Z,2015-06-20,0.3360632658004761
MHI,Hawaii,-154.886,19.41754,2016,8,9,2016-08-09T10:00:00Z,2016-08-09,0.28404009342193604
MHI,Hawaii,-154.8391,19.45655,2016,8,9,2016-08-09T10:00:00Z,2016-08-09,0.3173258900642395
MHI,Hawaii,-155.8364,20.0091,2016,8,14,2016-08-14T10:00:00Z,2016-08-14,0.561074435710907
MHI,Hawaii,-154.8659,19.54988,2019,7,14,2019-07-14T22:00:00Z,2019-07-14,0.1998232752084732
MHI,Hawaii,-155.8949,19.36521,2019,7,19,2019-07-19T22:00:00Z,2019-07-19,0.1646500900387764
MHI,Hawaii,-156.01,19.64114,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.23380395770072937
MHI,Hawaii,-155.9124,19.17639,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.09101348370313644
MHI,Hawaii,-155.9031,19.22152,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.10213783383369446
MHI,Hawaii,-155.973,19.56551,2024,7,10,2024-07-10T10:00:00Z,2024-07-10,0.2098684012889862
MHI,Hawaii,-155.7091,20.20014,2010,10,8,2010-10-08T10:00:00Z,2010-10-08,0.7814606428146362
MHI,Hawaii,-155.8234,19.01462,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,2.9724236810579896e-4
MHI,Hawaii,-155.9165,19.10767,2019,7,11,2019-07-11T22:00:00Z,2019-07-11,NA
MHI,Hawaii,-155.9851,19.60824,2019,7,17,2019-07-17T22:00:00Z,2019-07-17,0.2758224308490753
MHI,Hawaii,-155.4923,19.13528,2016,8,7,2016-08-07T10:00:00Z,2016-08-07,0.11423314362764359
MHI,Hawaii,-155.9085,19.19111,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.09354580193758011
MHI,Hawaii,-155.1007,19.87079,2019,7,13,2019-07-13T22:00:00Z,2019-07-13,0.5347188115119934
MHI,Hawaii,-154.8943,19.56728,2019,7,14,2019-07-14T22:00:00Z,2019-07-14,0.403886616230011
MHI,Hawaii,-155.7759,20.25146,2024,7,6,2024-07-06T10:00:00Z,2024-07-06,0.6899292469024658
MHI,Hawaii,-155.055,19.7498,2024,7,8,2024-07-08T10:00:00Z,2024-07-08,0.5440677404403687
MHI,Hawaii,-154.8754,19.42718,2013,8,6,2013-08-06T10:00:00Z,2013-08-06,0.29549863934516907
MHI,Hawaii,-155.0132,19.73916,2016,8,8,2016-08-08T10:00:00Z,2016-08-08,0.4575708508491516
MHI,Hawaii,-155.8966,20.13878,2016,8,15,2016-08-15T10:00:00Z,2016-08-15,0.6608409285545349
MHI,Hawaii,-154.8347,19.45816,2019,7,14,2019-07-14T22:00:00Z,2019-07-14,0.3173258900642395
MHI,Hawaii,-155.2014,19.96857,2019,5,4,2019-05-04T22:00:00Z,2019-05-04,0.5929060578346252
MHI,Hawaii,-155.0273,19.74435,2010,10,10,2010-10-10T10:00:00Z,2010-10-10,0.4533139765262604
MHI,Hawaii,-155.6064,18.9636,2013,8,7,2013-08-07T10:00:00Z,2013-08-07,0.06101562827825546
MHI,Hawaii,-154.8216,19.5338,2019,7,14,2019-07-14T22:00:00Z,2019-07-14,0.3597179055213928
MHI,Hawaii,-155.8907,19.29276,2024,7,5,2024-07-05T10:00:00Z,2024-07-05,0.15885643661022186
MHI,Hawaii,-155.8911,19.31774,2024,7,5,2024-07-05T10:00:00Z,2024-07-05,0.12831348180770874
MHI,Hawaii,-154.8574,19.44146,2013,8,6,2013-08-06T10:00:00Z,2013-08-06,0.36818790435791016
MHI,Hawaii,-155.5361,19.09408,2016,8,7,2016-08-07T10:00:00Z,2016-08-07,0.09668167680501938
MHI,Hawaii,-154.9569,19.62489,2016,8,8,2016-08-08T10:00:00Z,2016-08-08,0.34489452838897705
MHI,Hawaii,-155.8801,20.09681,2016,8,15,2016-08-15T10:00:00Z,2016-08-15,0.629095733165741
MHI,Hawaii,-155.8533,20.063,2013,8,8,2013-08-08T10:00:00Z,2013-08-08,0.60131072998046875
MHI,Hawaii,-155.8905,19.32501,2019,7,11,2019-07-11T22:00:00Z,2019-07-11,NA
MHI,Hawaii,-155.4334,20.09164,2024,7,7,2024-07-07T10:00:00Z,2024-07-07,0.6381402015686035
MHI,Hawaii,-154.8677,19.55094,2016,8,8,2016-08-08T10:00:00Z,2016-08-08,0.1998232752084732
MHI,Hawaii,-155.3991,20.07538,2019,5,4,2019-05-04T22:00:00Z,2019-05-04,0.6372928023338318
MHI,Hawaii,-155.7513,20.23945,2010,10,8,2010-10-08T10:00:00Z,2010-10-08,0.8127396702766418
MHI,Hawaii,-154.9711,19.65415,2010,10,10,2010-10-10T10:00:00Z,2010-10-10,0.485429048538208
MHI,Hawaii,-155.9575,19.50959,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.1879255324602127
MHI,Hawaii,-155.2083,19.97409,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.6988790035247803
MHI,Hawaii,-155.8002,19.00916,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,0.059385817497968674
MHI,Hawaii,-155.8856,19.05273,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,NA
MHI,Hawaii,-155.7091,20.1975,2013,8,3,2013-08-03T10:00:00Z,2013-08-03,0.7814606428146362
MHI,Hawaii,-155.867,19.0288,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,0
MHI,Hawaii,-155.2223,19.98226,2019,5,4,2019-05-04T22:00:00Z,2019-05-04,0.7058858871459961
MHI,Hawaii,-155.5481,19.08268,2013,8,7,2013-08-07T10:00:00Z,2013-08-07,0.09333819895982742
MHI,Hawaii,-156.0379,19.79549,2015,6,20,2015-06-20T10:00:00Z,2015-06-20,0.36960020661354065
MHI,Hawaii,-155.8038,20.25749,2013,8,3,2013-08-03T10:00:00Z,2013-08-03,0.8183161616325378
MHI,Hawaii,-155.0468,19.74419,2013,8,5,2013-08-05T10:00:00Z,2013-08-05,0.44908925890922546
MHI,Hawaii,-155.925,19.46491,2024,7,10,2024-07-10T10:00:00Z,2024-07-10,0.07526960223913193
MHI,Hawaii,-155.1554,19.93298,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.3341180384159088
MHI,Hawaii,-155.0255,19.74557,2013,8,5,2013-08-05T10:00:00Z,2013-08-05,0.5490028262138367
MHI,Hawaii,-155.1058,19.87678,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.6412574052810669
MHI,Hawaii,-156.044,19.69089,2016,8,10,2016-08-10T10:00:00Z,2016-08-10,0.1260865479707718
MHI,Hawaii,-155.2268,19.98493,2010,10,9,2010-10-09T10:00:00Z,2010-10-09,0.7094193994998932
MHI,Hawaii,-155.7418,18.96925,2010,10,11,2010-10-11T10:00:00Z,2010-10-11,0.080016128718853
MHI,Hawaii,-155.8932,20.12524,2010,10,12,2010-10-12T10:00:00Z,2010-10-12,0.6542101502418518
MHI,Hawaii,-155.9004,19.24453,2010,10,13,2010-10-13T10:00:00Z,2010-10-13,NA
MHI,Hawaii,-154.8528,19.44593,2010,10,14,2010-10-14T10:00:00Z,2010-10-14,0.3104524612426758
MHI,Hawaii,-154.8146,19.49032,2013,8,6,2013-08-06T10:00:00Z,2013-08-06,0.33862313628196716
MHI,Hawaii,-155.9235,19.44796,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.2145552933216095
MHI,Hawaii,-154.9778,19.68218,2024,7,8,2024-07-08T10:00:00Z,2024-07-08,0.5056832432746887
MHI,Hawaii,-155.0804,19.83253,2013,8,5,2013-08-05T10:00:00Z,2013-08-05,0.6041426062583923
MHI,Hawaii,-155.1403,19.91975,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.6705626249313354
MHI,Hawaii,-155.4026,20.0776,2024,7,7,2024-07-07T10:00:00Z,2024-07-07,0.6372928023338318
MHI,Hawaii,-155.8422,20.2703,2013,8,3,2013-08-03T10:00:00Z,2013-08-03,0.6917664408683777
MHI,Hawaii,-155.5452,19.08246,2013,8,7,2013-08-07T10:00:00Z,2013-08-07,0.09333819895982742
MHI,Hawaii,-155.086,19.80595,2015,6,17,2015-06-17T10:00:00Z,2015-06-17,0.58405303955078125
MHI,Hawaii,-155.8936,19.27231,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.11668861657381058
MHI,Hawaii,-155.7277,20.21901,2024,7,6,2024-07-06T10:00:00Z,2024-07-06,0.7969661951065063
MHI,Hawaii,-155.3824,20.06635,2010,10,9,2010-10-09T10:00:00Z,2010-10-09,0.7383486032485962
MHI,Hawaii,-155.0729,19.7557,2010,10,10,2010-10-10T10:00:00Z,2010-10-10,0.540235718091329
MHI,Hawaii,-155.9164,19.10705,2010,10,13,2010-10-13T10:00:00Z,2010-10-13,NA
MHI,Hawaii,-155.9714,19.56867,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.2098684012889862
MHI,Hawaii,-155.3509,20.05115,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.7373895049095154
MHI,Hawaii,-155.2913,20.02324,2024,7,7,2024-07-07T10:00:00Z,2024-07-07,0.7250818610191345
MHI,Hawaii,-155.8917,19.35714,2015,6,18,2015-06-18T10:00:00Z,2015-06-18,0.18340398371219635
MHI,Hawaii,-155.8649,19.02781,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,0
MHI,Hawaii,-155.8907,19.30181,2016,8,11,2016-08-11T10:00:00Z,2016-08-11,0.1622343510389328
MHI,Hawaii,-155.0842,19.80359,2019,7,13,2019-07-13T22:00:00Z,2019-07-13,0.533686637878418
MHI,Hawaii,-156.02,19.80537,2015,6,20,2015-06-20T10:00:00Z,2015-06-20,0.3792707026004791
MHI,Hawaii,-155.917,19.10965,2015,6,19,2015-06-19T10:00:00Z,2015-06-19,NA
MHI,Hawaii,-155.3658,20.05913,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.6272577047348022
MHI,Hawaii,-155.8747,19.03262,2010,10,11,2010-10-11T10:00:00Z,2010-10-11,0
MHI,Hawaii,-156.0514,19.78925,2015,6,20,2015-06-20T10:00:00Z,2015-06-20,0.2982363700866699
MHI,Hawaii,-155.9037,19.20731,2016,8,11,2016-08-11T10:00:00Z,2016-08-11,NA
MHI,Hawaii,-155.8418,19.97742,2019,7,12,2019-07-12T22:00:00Z,2019-07-12,0.44957321882247925
MHI,Hawaii,-155.4204,20.0865,2015,7,2,2015-07-02T10:00:00Z,2015-07-02,0.6409514546394348
MHI,Hawaii,-155.3464,20.05058,2024,7,7,2024-07-07T10:00:00Z,2024-07-07,0.7373895049095154
MHI,Hawaii,-155.8845,19.94113,2016,8,14,2016-08-14T10:00:00Z,2016-08-14,0.41449782252311707
MHI,Hawaii,-155.9849,19.60538,2016,8,10,2016-08-10T10:00:00Z,2016-08-10,0.10851732641458511
MHI,Hawaii,-155.9202,19.12053,2013,8,4,2013-08-04T10:00:00Z,2013-08-04,0.10493044555187225
MHI,Hawaii,-156.0526,19.75945,2015,6,16,2015-06-16T10:00:00Z,2015-06-16,0.3446098566055298
MHI,Hawaii,-155.9727,19.85187,2015,6,20,2015-06-20T10:00:00Z,2015-06-20,0.34335190057754517
MHI,Hawaii,-154.9679,19.65341,2024,7,8,2024-07-08T10:00:00Z,2024-07-08,0.485429048538208
MHI,Hawaii,-155.7589,20.24327,2013,8,3,2013-08-03T10:00:00Z,2013-08-03,0.6860269904136658
MHI,Kahoolawe,-156.64248,20.567682,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3233877718448639
MHI,Kahoolawe,-156.591332,20.510992,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.2804992198944092
MHI,Kahoolawe,-156.64689,20.515095,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.38082626461982727
MHI,Kahoolawe,-156.609936,20.590042,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3525371253490448
MHI,Kahoolawe,-156.646965,20.51524,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.38082626461982727
MHI,Kahoolawe,-156.668186,20.502835,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0
MHI,Kahoolawe,-156.538552,20.521888,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.304309606552124
MHI,Kahoolawe,-156.619652,20.582429,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3393557071685791
MHI,Kahoolawe,-156.681388,20.549366,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.29237183928489685
MHI,Kahoolawe,-156.649569,20.563207,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3106652498245239
MHI,Kahoolawe,-156.604139,20.51488,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.27486419677734375
MHI,Kahoolawe,-156.69807,20.521513,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.2589922249317169
MHI,Kahoolawe,-156.605517,20.592478,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3525371253490448
MHI,Kahoolawe,-156.591954,20.59929,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3690800666809082
MHI,Kahoolawe,-156.685133,20.509522,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2527225911617279
MHI,Kahoolawe,-156.574327,20.605617,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.38594910502433777
MHI,Kahoolawe,-156.66655,20.558879,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.4249967634677887
MHI,Kahoolawe,-156.61668,20.514606,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.27486419677734375
MHI,Kahoolawe,-156.649267,20.564037,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3106652498245239
MHI,Kahoolawe,-156.614389,20.585596,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3525371253490448
MHI,Kahoolawe,-156.692717,20.516105,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.008236763067543507
MHI,Kahoolawe,-156.67726,20.501329,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.2465055137872696
MHI,Kahoolawe,-156.709942,20.52629,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.26531481742858887
MHI,Kahoolawe,-156.69706,20.539857,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.2773120105266571
MHI,Kahoolawe,-156.548185,20.589301,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.37131282687187195
MHI,Kahoolawe,-156.689214,20.513914,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2527225911617279
MHI,Kahoolawe,-156.666899,20.501113,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0
MHI,Kahoolawe,-156.576497,20.51067,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.283331960439682
MHI,Kahoolawe,-156.545882,20.510727,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.657697,20.504288,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,NA
MHI,Kahoolawe,-156.680944,20.551837,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.29237183928489685
MHI,Kahoolawe,-156.580273,20.606451,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.5148213505744934
MHI,Kahoolawe,-156.621091,20.51379,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.562538,20.606771,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.5222382545471191
MHI,Kahoolawe,-156.693574,20.543843,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.2801375389099121
MHI,Kahoolawe,-156.698814,20.515663,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2589922249317169
MHI,Kahoolawe,-156.629161,20.510188,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,NA
MHI,Kahoolawe,-156.705474,20.534885,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.26531481742858887
MHI,Kahoolawe,-156.577038,20.607648,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.5148213505744934
MHI,Kahoolawe,-156.62939,20.50989,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.547118,20.556635,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.567973,20.608551,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.38594910502433777
MHI,Kahoolawe,-156.710626,20.520011,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.369017630815506
MHI,Kahoolawe,-156.530687,20.526242,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.31692665815353394
MHI,Kahoolawe,-156.6425,20.56768,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3233877718448639
MHI,Kahoolawe,-156.5913,20.51099,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.2804992198944092
MHI,Kahoolawe,-156.6766,20.5032,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2465055137872696
MHI,Kahoolawe,-156.6469,20.51509,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.38082626461982727
MHI,Kahoolawe,-156.6099,20.59004,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3525371253490448
MHI,Kahoolawe,-156.647,20.51524,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.38082626461982727
MHI,Kahoolawe,-156.6999,20.52299,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2589922249317169
MHI,Kahoolawe,-156.6245,20.58013,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.3393557071685791
MHI,Kahoolawe,-156.6211,20.58183,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.3393557071685791
MHI,Kahoolawe,-156.6682,20.50284,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0
MHI,Kahoolawe,-156.5386,20.52189,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.304309606552124
MHI,Kahoolawe,-156.6197,20.58243,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3393557071685791
MHI,Kahoolawe,-156.6814,20.54937,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.29237183928489685
MHI,Kahoolawe,-156.6496,20.56321,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3106652498245239
MHI,Kahoolawe,-156.6041,20.51488,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.27486419677734375
MHI,Kahoolawe,-156.7017,20.52928,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2680961787700653
MHI,Kahoolawe,-156.6981,20.52151,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.2589922249317169
MHI,Kahoolawe,-156.6055,20.59248,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3525371253490448
MHI,Kahoolawe,-156.592,20.59929,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.3690800666809082
MHI,Kahoolawe,-156.6366,20.57184,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.3233877718448639
MHI,Kahoolawe,-156.6851,20.50952,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2527225911617279
MHI,Kahoolawe,-156.5743,20.60562,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.38594910502433777
MHI,Kahoolawe,-156.6666,20.55888,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.4249967634677887
MHI,Kahoolawe,-156.599,20.52376,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,NA
MHI,Kahoolawe,-156.6167,20.51461,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.27486419677734375
MHI,Kahoolawe,-156.6493,20.56404,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3106652498245239
MHI,Kahoolawe,-156.6144,20.5856,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.3525371253490448
MHI,Kahoolawe,-156.6143,20.58536,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.3525371253490448
MHI,Kahoolawe,-156.6927,20.5161,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.008236763067543507
MHI,Kahoolawe,-156.6129,20.58801,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.3525371253490448
MHI,Kahoolawe,-156.6773,20.50133,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.2465055137872696
MHI,Kahoolawe,-156.7099,20.52629,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.26531481742858887
MHI,Kahoolawe,-156.6971,20.53986,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.2773120105266571
MHI,Kahoolawe,-156.5482,20.5893,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.37131282687187195
MHI,Kahoolawe,-156.6892,20.51391,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2527225911617279
MHI,Kahoolawe,-156.6669,20.50111,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0
MHI,Kahoolawe,-156.5765,20.51067,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,0.283331960439682
MHI,Kahoolawe,-156.6479,20.56584,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.44298142194747925
MHI,Kahoolawe,-156.5459,20.51073,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.6577,20.50429,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,NA
MHI,Kahoolawe,-156.6546,20.50658,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,NA
MHI,Kahoolawe,-156.7114,20.52376,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.369017630815506
MHI,Kahoolawe,-156.6969,20.51634,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2589922249317169
MHI,Kahoolawe,-156.624,20.51212,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,NA
MHI,Kahoolawe,-156.6809,20.55184,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.29237183928489685
MHI,Kahoolawe,-156.5803,20.60645,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.5148213505744934
MHI,Kahoolawe,-156.6211,20.51379,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
MHI,Kahoolawe,-156.687,20.50715,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2527225911617279
MHI,Kahoolawe,-156.577,20.60716,2024,7,15,2024-07-15T10:00:00Z,2024-07-15,0.5148213505744934
MHI,Kahoolawe,-156.5625,20.60677,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.5222382545471191
MHI,Kahoolawe,-156.6936,20.54384,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.2801375389099121
MHI,Kahoolawe,-156.6988,20.51566,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,0.2589922249317169
MHI,Kahoolawe,-156.6445,20.50607,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.38082626461982727
MHI,Kahoolawe,-156.6711,20.55936,2024,7,15,2024-07-15T10:00:00Z,2024-07-15,0.4249967634677887
MHI,Kahoolawe,-156.5456,20.58626,2024,7,15,2024-07-15T10:00:00Z,2024-07-15,0.37131282687187195
MHI,Kahoolawe,-156.5915,20.51025,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.2804992198944092
MHI,Kahoolawe,-156.6292,20.51019,2019,5,6,2019-05-06T22:00:00Z,2019-05-06,NA
MHI,Kahoolawe,-156.7055,20.53488,2016,7,15,2016-07-15T10:00:00Z,2016-07-15,0.26531481742858887
MHI,Kahoolawe,-156.7079,20.53168,2024,7,12,2024-07-12T10:00:00Z,2024-07-12,0.26531481742858887
MHI,Kahoolawe,-156.5501,20.59333,2024,7,15,2024-07-15T10:00:00Z,2024-07-15,0.37131282687187195
MHI,Kahoolawe,-156.577,20.60765,2019,4,25,2019-04-25T22:00:00Z,2019-04-25,0.5148213505744934
MHI,Kahoolawe,-156.6259,20.58222,2024,7,13,2024-07-13T10:00:00Z,2024-07-13,0.46131938695907593
MHI,Kahoolawe,-156.6294,20.50989,2016,8,21,2016-08-21T10:00:00Z,2016-08-21,NA
