region,island,lon,lat,Bathymetry_CRM_vol10_3s,Bathymetry_CRM_vol10_3s_all_units_rugosity.nc,Bathymetry_ETOPO_2022_v1_15s,Bathymetry_ETOPO_2022_v1_15s_all_units_Long360.nc,Bathymetry_ETOPO_2022_v1_15s_all_units_rugosity.nc,Bathymetry_HMRG_MHI_50m,Bathymetry_HMRG_MHI_50m_all_units_rugosity.nc,Bathymetry_HURL_NWHI_60m,Bathymetry_HURL_NWHI_60m_all_units_rugosity.nc
MHI,Hawaii,-155.87811925,19.93578823,-0.10000000149011612,0.15000000596046448,-5.363616943359375,NA,9.8727874755859375,-6.473672389984131,0.22434651851654053,NA,NA
MHI,Hawaii,-155.83226262,19.97885806,-0.4000000059604645,0.26299554109573364,-7.775503794352214,NA,11.942246437072754,-3.0828545093536377,1.4556968212127686,NA,NA
MHI,Hawaii,-155.89981439,19.2123574,-0.10000000149011612,3.196789860725403,-57.962873458862305,NA,39.57014083862305,-9.286395072937012,0.5912394523620605,NA,NA
MHI,Hawaii,-155.89941935,19.25695055,-13.099999904632568,9.649654388427734,-80.22043704986572,NA,31.67974281311035,-11.336232542991638,6.5325212478637695,NA,NA
MHI,Hawaii,-155.0877632,19.77316163,-34,6.537073493003845,-21.63924217224121,NA,21.452919006347656,-4.274133205413818,1.9940787553787231,NA,NA
MHI,Hawaii,-155.90632134,19.89316491,-0.5,0.34641018509864807,-2.106471061706543,NA,5.416136264801025,-5.688726902008057,1.6487139463424683,NA,NA
MHI,Hawaii,-155.873407,20.090013,-1.5999999642372131,3.139400005340576,-1.2261613607406616,NA,25.814558029174805,-6.038503646850586,3.0167744159698486,NA,NA
MHI,Hawaii,-155.344223,20.047385,-4,2.149418354034424,-9.130704879760742,NA,38.306610107421875,-91.9646610830022,NA,NA,NA
MHI,Hawaii,-155.91550673,19.15302216,-7.099999904632568,1.482115626335144,-7.040454864501953,NA,12.032472610473633,-5.609832286834717,1.4623339176177979,NA,NA
MHI,Hawaii,-155.61379242,18.96727181,-8.300000190734863,2.497595469156901,-1.4205859899520874,NA,10.804890632629395,-3.9930379390716553,0.5440065264701843,NA,NA
MHI,Hawaii,-155.902417,19.227075,-14.642857279096331,10.001530885696411,-10.883255958557129,NA,134.14376831054688,-4.884191989898682,7.214009761810303,NA,NA
MHI,Hawaii,-155.950035,19.485654,-12.649999618530273,5.076567967732747,-80.6161880493164,NA,90.556304931640625,-3.751863956451416,8.560792287190756,NA,NA
MHI,Hawaii,-154.885278,19.559103,-2.200000047683716,2.6564385890960693,-24.93619155883789,NA,26.226354598999023,-4.510352611541748,3.0328407287597656,NA,NA
MHI,Hawaii,-155.949476,19.484837,-17.699999809265137,5.446328639984131,-89.43101501464844,NA,57.87080001831055,-4.575814247131348,8.000312805175781,NA,NA
MHI,Hawaii,-155.48646,20.106631,-0.10000000149011612,0.7216638624668121,-43.752349853515625,NA,47.64852523803711,-79.67152275473384,NA,NA,NA
MHI,Hawaii,-155.7970292,20.24934433,-0.10000000149011612,0.8320595741271972,-18.050257682800293,NA,30.369935989379883,NA,NA,NA,NA
MHI,Hawaii,-156.055423,19.747491,-12.600000381469727,13.357019424438477,-38.259281158447266,NA,26.909141540527344,-6.404338359832764,5.745590686798096,NA,NA
MHI,Hawaii,-155.554422,19.079331,-0.10000000149011612,5.006182789802551,-11.63242781162262,NA,62.83369827270508,-15.913660049438477,1.8746487299601238,NA,NA
MHI,Hawaii,-156.054655,19.741137,-3,1.7056280374526978,-36.712345123291016,NA,23.879438400268555,-5.7357916831970215,3.963916039466858,NA,NA
MHI,Hawaii,-155.022201,19.734361,-0.10000000149011612,0.37749171257019043,-10.50329303741455,NA,10.103917121887207,-10.378401756286621,2.7827954292297363,NA,NA
MHI,Hawaii,-155.969966,19.584159,-0.800000011920929,1.377802848815918,-16.82121181488037,NA,17.506168365478516,-8.194347381591797,3.5989134311676025,NA,NA
MHI,Hawaii,-154.98124,19.647725,-0.20000000298023224,10.345046997070313,-1.5811058282852173,NA,8.669624328613281,-7.661129474639893,0.7249776721000671,NA,NA
MHI,Hawaii,-155.77398232,20.24433305,-0.10000000149011612,0.12909944355487823,-6.264531761407852,NA,16.954750061035156,-0.234375,NA,NA,NA
MHI,Hawaii,-155.968793,19.582552,-0.10000000149011612,1.1441881656646729,-3.5759878158569336,NA,17.506168365478516,-5.615437030792236,1.5236773490905762,NA,NA
MHI,Hawaii,-155.948217,19.495805,-2.6399999052286147,3.1116037368774414,-47.82590405146281,NA,27.03428840637207,-7.059358596801758,1.8703241348266602,NA,NA
MHI,Hawaii,-154.92583472,19.39415543,-8.600000381469727,3.1095285415649414,-15.372644424438477,NA,71.303466796875,-7.505862712860107,1.7989234924316406,NA,NA
MHI,Hawaii,-155.904631,19.07713,-9.899999936421713,4.3821611404418945,-47.9193000793457,NA,61.706153869628906,-7.056968688964844,4.931838512420654,NA,NA
MHI,Hawaii,-156.034566,19.684544,-0.5,1.0384162440896034,-11.325777053833008,NA,28.68865966796875,-4.088933944702148,2.1846652030944824,NA,NA
MHI,Hawaii,-155.232387,19.986153,-1,1.3806799054145813,-35.94578552246094,NA,66.53651428222656,-70.38557739257813,NA,NA,NA
MHI,Hawaii,-155.907238,19.893961,-0.8999999761581421,0.28867512941360474,-2.106471061706543,NA,5.416136264801025,-4.239735126495361,1.0511884689331055,NA,NA
MHI,Hawaii,-155.88990362,20.24361681,-0.10000000149011612,1.0614455938339233,-18.21800994873047,NA,23.72930335998535,-2.985197126865387,4.999392032623291,NA,NA
MHI,Hawaii,-154.88391456,19.4231828,-5.966666539510091,1.4840823411941528,-41.91630554199219,NA,15.4132719039917,-9.13503646850586,4.448366641998291,NA,NA
MHI,Hawaii,-155.088344,19.81587,-11.300000190734863,11.866303443908691,-25.96290397644043,NA,26.74376678466797,-4.663942337036133,2.681609869003296,NA,NA
MHI,Hawaii,-155.88944,19.351719,-1.7000000476837158,6.849999904632568,-19.128887176513672,NA,68.42023468017578,-43.18585205078125,11.071195920308432,NA,NA
MHI,Hawaii,-154.83159,19.534812,-2.4000000953674316,2.9589239954948425,-11.944596290588379,NA,16.73275375366211,-12.1964480082194,2.583462397257487,NA,NA
MHI,Hawaii,-155.56912735,19.02496713,-8.899999618530273,2.768272638320923,-45.25333786010742,NA,53.858253479003906,-11.100692749023438,5.029842853546143,NA,NA
MHI,Hawaii,-155.564814,19.028007,-10.666666666666666,5.017552375793457,-21.11992645263672,NA,91.46540069580078,-7.06683349609375,3.3449716567993164,NA,NA
MHI,Hawaii,-154.806578,19.518805,-6.400000095367432,1.8645819425582886,-10.242374420166016,NA,38.591312408447266,-7.9914984703063965,3.0612034797668457,NA,NA
MHI,Hawaii,-155.520135,19.112916,-8.199999809265137,2.0716857314109802,-46.054163455963135,NA,6.83528470993042,-6.5915021896362305,4.919167518615723,NA,NA
MHI,Hawaii,-155.902258,19.383239,-3.5999999046325684,1.8156723976135254,-9.548727035522461,NA,29.431657791137695,-7.937113285064697,1.9447822570800781,NA,NA
MHI,Hawaii,-155.85538795,20.26778779,-0.45000000298023224,0.6240641102194786,-7.528695583343506,NA,22.93798828125,NA,NA,NA,NA
MHI,Hawaii,-155.8815182,19.03992992,-0.9666666475435098,0.5510586202144623,-2.9699392318725586,NA,15.411130905151367,-9.022697448730469,3.3613499999046326,NA,NA
MHI,Hawaii,-155.86781756,20.08223919,-0.9999999888241291,2.7023136615753174,-18.06900978088379,NA,25.394790649414063,-7.6421284675598145,2.958289643128713,NA,NA
MHI,Hawaii,-155.949943,19.491988,-4.199999809265137,2.847806215286255,-50.83668327331543,NA,27.03428840637207,-10.5595064163208,6.798674821853638,NA,NA
MHI,Hawaii,-155.831776,20.025732,-4.199999809265137,0.34999987483024597,-5.169518947601318,NA,4.867375373840332,-11.325608253479004,2.156088352203369,NA,NA
MHI,Hawaii,-155.959848,19.853493,-0.699999988079071,1.0210288763046265,-1.7036242485046387,NA,7.92831563949585,-10.847582817077637,8.17110824584961,NA,NA
MHI,Hawaii,-155.969343,19.565873,-4.300000190734863,0.8103496432304382,-5.3340277671813965,NA,12.936906814575195,-7.1295037269592285,0.7180364727973938,NA,NA
MHI,Hawaii,-155.89317374,19.91792388,-2.4000000953674316,0.41633325815200806,-8.704546928405762,NA,6.599238395690918,-7.131533622741699,0.925870418548584,NA,NA
MHI,Hawaii,-155.969954,19.567348,-5.699999809265137,1.0242884159088135,-3.945064067840576,NA,12.936906814575195,-9.753020286560059,2.381387710571289,NA,NA
MHI,Hawaii,-155.952654,19.5037,0,8.097637474536896,-9.949618339538574,NA,23.58325958251953,-6.450746059417725,3.55285382270813,NA,NA
MHI,Hawaii,-155.90915761,19.89859303,-1.7999999523162842,0.32015618681907654,-12.83942699432373,NA,14.924723625183105,-7.625362873077393,1.0111377239227295,NA,NA
MHI,Hawaii,-155.066344,19.744386,-7.599999904632568,0.4573473334312439,-6.784952163696289,NA,0.7610692977905273,-6.395595550537109,0.22962352633476257,NA,NA
MHI,Hawaii,-155.821472,20.260587,-0.800000011920929,0.613052487373352,-34.678855078560964,NA,28.498910903930664,NA,NA,NA,NA
MHI,Hawaii,-156.048212,19.788396,-12.100000381469727,0.865544319152832,-12.125175476074219,NA,9.47752571105957,-10.269131660461426,0.46921801567077637,NA,NA
MHI,Hawaii,-155.789587,18.998308,-54,8.559161186218262,-71.629791259765625,NA,43.69140625,-63.81990051269531,7.144985834757487,NA,NA
MHI,Hawaii,-155.886842,19.343836,-0.4000000059604645,0.741301417350769,-124.87998962402344,NA,87.77996826171875,-37.18870162963867,11.931078910827637,NA,NA
MHI,Hawaii,-155.86431,19.027695,-2.700000047683716,15.562000274658203,-62.309783935546875,NA,103.88858795166016,-22.46407699584961,5.450230598449707,NA,NA
MHI,Hawaii,-155.900209,19.209742,-0.10000000149011612,3.4130873680114746,-63.95268249511719,NA,120.79544067382813,-5.101554870605469,2.91837477684021,NA,NA
MHI,Hawaii,-155.84441948,20.05506028,-0.10000000149011612,1.12101149559021,-16.039772033691406,NA,28.552045822143555,-10.440616607666016,2.0531582832336426,NA,NA
MHI,Hawaii,-155.53123335,19.10352711,-6.599999904632568,15.349918365478516,-23.444801330566406,NA,75.6674575805664,-10.909550666809082,2.446229934692383,NA,NA
MHI,Hawaii,-155.83679102,20.03786271,-1.5,0.17320504784584045,-10.4762601852417,NA,11.090323448181152,-11.407115936279297,1.3211355209350586,NA,NA
MHI,Hawaii,-155.91609498,19.87847437,-0.20000000298023224,0.12583057582378387,-29.04982566833496,NA,6.762843608856201,-10.478730201721191,1.7938742637634277,NA,NA
MHI,Hawaii,-155.907468,19.189921,-3.8499999046325684,2.3095265980809927,-29.33614432811737,NA,15.954136848449707,-7.7761077880859375,3.495715379714966,NA,NA
MHI,Hawaii,-155.892197,20.128634,-0.4000000059604645,0.6601767539978027,-22.90276527404785,NA,21.268329620361328,-6.087896823883057,2.8630189895629883,NA,NA
MHI,Hawaii,-155.914273,19.422209,-3.9000000953674316,2.0116329193115234,-27.281558990478516,NA,23.10641860961914,-9.814414978027344,1.9039093255996704,NA,NA
MHI,Hawaii,-156.042952,19.787896,-8.600000381469727,0.6218255758285522,-9.938924789428711,NA,9.47752571105957,-9.882706642150879,0.9357128739356995,NA,NA
MHI,Hawaii,-154.843742,19.54249,-6.199999809265137,1.3622897863388062,-35.33914566040039,NA,22.694873809814453,-13.493307113647461,3.2433218955993652,NA,NA
MHI,Hawaii,-155.393637,20.068805,-3,1.7387734651565552,-38.11957263946533,NA,50.365447998046875,NA,NA,NA,NA
MHI,Hawaii,-155.75121045,20.23244122,-1,0.7348468899726868,-8.858174800872803,NA,20.19420051574707,-0.203125,NA,NA,NA
MHI,Hawaii,-156.03107,19.65136,-18.699999809265137,9.512579917907715,-24.396583557128906,NA,67.80076599121094,-7.14084529876709,8.478171507517496,NA,NA
MHI,Hawaii,-156.060932,19.725837,-7.400000095367432,6.542039632797241,-4.797286510467529,NA,43.68494415283203,-9.556382179260254,2.121619939804077,NA,NA
MHI,Hawaii,-155.085626,19.853562,-0.8999999761581421,2.0516252517700195,-20.153926849365234,NA,17.045011520385742,-11.73901081085205,1.9812963008880615,NA,NA
MHI,Hawaii,-155.880183,19.93748,-0.6000000238418579,0.21602468192577362,-5.363616943359375,NA,9.8727874755859375,-8.513797760009766,0.7183314561843872,NA,NA
MHI,Hawaii,-155.898787,19.238813,-0.10000000149011612,4.7352399826049805,-187.440185546875,NA,44.850215911865234,-17.62652587890625,4.767241597175598,NA,NA
MHI,Hawaii,-155.870116,19.95025,-0.5,0.12583057582378387,-16.513397216796875,NA,19.185697555541992,-10.636259078979492,2.262789011001587,NA,NA
MHI,Hawaii,-154.988682,19.714348,-13.699999809265137,2.488564133644104,-7.7579803466796875,NA,32.78036117553711,-15.345157623291016,2.0459768772125244,NA,NA
MHI,Hawaii,-155.049942,19.735237,-0.800000011920929,0.23804761469364166,-14.402608871459961,NA,7.9517998695373535,-8.85002613067627,1.3727213144302368,NA,NA
MHI,Hawaii,-155.29146633,20.02240791,-1.600000023841858,1.2247449159622192,-23.299793243408203,NA,14.362275123596191,-75.4855464588512,NA,NA,NA
MHI,Hawaii,-155.06883913,19.74751619,-6.900000095367432,0.33040371537208557,-12.701218605041504,NA,5.982043743133545,-9.251580238342285,0.7409833669662476,NA,NA
MHI,Hawaii,-155.90988457,19.17447103,-4.599999904632568,1.1615363359451294,-9.330352783203125,NA,18.049354553222656,-10.645421028137207,1.794920563697815,NA,NA
MHI,Hawaii,-154.89544404,19.41163539,-7.199999809265137,10.377017974853516,-81.31562805175781,NA,122.92936706542969,-11.448969841003418,2.911468267440796,NA,NA
MHI,Hawaii,-155.73706063,20.22456148,-4,0.6946220993995667,-11.592219352722168,NA,16.84219741821289,NA,NA,NA,NA
MHI,Hawaii,-155.68496098,18.91922507,-0.5,3.3638546466827393,-45.27605438232422,NA,144.61029052734375,-14.979841232299805,4.946003437042236,NA,NA
MHI,Hawaii,-155.901256,19.076333,-0.10000000149011612,3.237176299095154,-8.717496871948242,NA,61.706153869628906,-13.95089340209961,1.2829440832138062,NA,NA
MHI,Hawaii,-155.562618,20.128452,-4.5,4.178117275238037,-55.67939567565918,NA,56.99045181274414,-12.922415733337402,6.1195068359375,NA,NA
MHI,Hawaii,-154.945774,19.614773,-69.4000015258789,5.60736083984375,-48.12969970703125,NA,26.789806365966797,-6.931182861328125,5.409286022186279,NA,NA
MHI,Hawaii,-155.970582,19.575632,-8.100000381469727,12.817436218261719,-1.3581124544143677,NA,16.844215393066406,-9.327337265014648,1.5441253185272217,NA,NA
MHI,Hawaii,-155.881927,19.042843,-0.10000000149011612,0.2350227851420641,-7.748228549957275,NA,15.411130905151367,-9.99094009399414,7.241981029510498,NA,NA
MHI,Hawaii,-155.892118,19.277203,-1.899999976158142,3.863828182220459,-75.02496337890625,NA,130.472900390625,-7.459145545959473,4.960891008377075,NA,NA
MHI,Hawaii,-155.89885,19.372795,-8.800000190734863,6.216845512390137,-7.513307094573975,NA,34.836387634277344,-12.564590454101563,1.297838568687439,NA,NA
MHI,Hawaii,-155.893388,19.924188,-4.900000095367432,0.9639328718185425,-13.377350807189941,NA,21.609668731689453,-11.926324844360352,3.2215797901153564,NA,NA
MHI,Hawaii,-155.90719000000001,19.194486,-7.199999809265137,8.879329681396484,-2.836171865463257,NA,15.954136848449707,-9.101868629455566,4.486746191978455,NA,NA
MHI,Hawaii,-155.959138,19.538487,-1.7999999523162842,1.0307763814926147,-16.108747482299805,NA,10.277521133422852,-23.496795018513996,1.8780794739723206,NA,NA
MHI,Hawaii,-155.71175289,20.19613224,-3.200000047683716,0.9069177508354187,-19.383594512939453,NA,4.744339942932129,NA,NA,NA,NA
MHI,Hawaii,-155.909605,19.176212,-3.5999999046325684,1.2247447967529297,-11.822134017944336,NA,18.049354553222656,-11.781153678894043,1.0378961563110352,NA,NA
MHI,Hawaii,-156.022947,19.799082,-2.0999999046325684,0.6137318015098572,-6.218206882476807,NA,13.330960273742676,-11.264452934265137,1.7206768989562988,NA,NA
MHI,Hawaii,-155.08741301,19.75809826,-25.200000762939453,0.7804918885231018,-21.924110412597656,NA,15.423930168151855,-10.885908126831055,1.0624207258224487,NA,NA
MHI,Hawaii,-155.90157199,19.21418038,-9.800000190734863,4.49904735883077,-51.97306442260742,NA,140.68902587890625,-11.610395431518555,4.206514358520508,NA,NA
MHI,Hawaii,-154.91729088,19.39825846,-28.200000762939453,7.782672882080078,-18.82471466064453,NA,26.244508743286133,-8.178365707397461,5.045125484466553,NA,NA
MHI,Hawaii,-155.05798113,19.74691001,-8,0.15000003576278687,-16.054485321044922,NA,10.275480270385742,-13.518697738647461,0.6771034598350525,NA,NA
MHI,Hawaii,-155.907169,19.40696,-5.199999809265137,1.7876893281936646,-1.0429757833480835,NA,24.129989624023438,-7.967504978179932,2.4751436710357666,NA,NA
MHI,Hawaii,-155.915334,19.421629,-7.699999809265137,1.658312201499939,-27.281558990478516,NA,23.10641860961914,-12.80292797088623,5.763747215270996,NA,NA
MHI,Hawaii,-155.831304,19.996112,-4.800000190734863,0.8485282063484192,-11.894509315490723,NA,10.75994873046875,-12.187612533569336,0.7878815531730652,NA,NA
MHI,Hawaii,-155.908496,19.188793,-7.199999809265137,4.895998388528824,-55.836116790771484,NA,140.53890991210938,-11.572675704956055,2.7945613861083984,NA,NA
MHI,Hawaii,-155.377613,20.063359,-2,1.8565200567245483,-26.4935359954834,NA,28.62201499938965,-92.0746980005381,NA,NA,NA
MHI,Hawaii,-155.05385815,19.74481596,-9.800000190734863,0.5678909420967102,-12.399762153625488,NA,2.282632350921631,-11.947439193725586,0.1713651716709137,NA,NA
MHI,Hawaii,-155.952485,19.505647,-0.6000000238418579,8.635620307922363,-20.971124172210693,NA,26.317893981933594,-11.831673622131348,2.1925621032714844,NA,NA
MHI,Hawaii,-155.088489,19.755143,-22.100000381469727,0.8301601409912109,-1.2216161489486694,NA,15.423930168151855,-8.499614715576172,2.59612774848938,NA,NA
MHI,Hawaii,-154.97703,19.658385,-15.199999809265137,0.4573475420475006,-10.586746215820313,NA,4.736093521118164,-13.050633430480957,0.47681114077568054,NA,NA
MHI,Hawaii,-154.811416,19.496331,-49.599998474121094,11.073692321777344,-16.353044509887695,NA,7.416349411010742,-201.595624165764,NA,NA,NA
MHI,Hawaii,-155.648421,20.165665,-8.399999618530273,3.2181777954101563,-16.06837272644043,NA,47.8027229309082,-13.02542495727539,2.2632675170898438,NA,NA
MHI,Hawaii,-154.95483678,19.36723553,-26.00000063578288,2.194690465927124,-91.98147837320964,NA,86.02400970458984,-10.533384323120117,4.134322166442871,NA,NA
MHI,Hawaii,-155.950878,19.498528,-5.699999809265137,3.6796741485595703,-27.753944396972656,NA,23.58325958251953,-9.716839790344238,5.332541227340698,NA,NA
MHI,Hawaii,-154.90092865,19.40856803,-20.700000762939453,12.816554546356201,-100.98277886708577,NA,62.320133209228516,-12.590121269226074,3.5516834259033203,NA,NA
MHI,Hawaii,-155.924077,19.468743,-6.599999904632568,1.4198001623153687,-5.513624668121338,NA,9.12148380279541,-10.576000213623047,1.7241907119750977,NA,NA
MHI,Hawaii,-155.515451,20.113915,-1.2999999523162842,1.0874282121658325,-20.47315788269043,NA,18.56500816345215,-76.43696689605713,NA,NA,NA
MHI,Hawaii,-155.92813466,19.86209798,-3.9000000953674316,0.05773510783910751,-5.821491241455078,NA,5.660987377166748,-11.492315292358398,0.4460771083831787,NA,NA
MHI,Hawaii,-155.3492215,20.04969385,-1.899999976158142,1.466003656387329,-34.006378173828125,NA,38.306610107421875,-89.38505200641912,NA,NA,NA
MHI,Hawaii,-154.97697875,19.66447676,-12.600000381469727,0.125830739736557,-11.931864738464355,NA,5.192694664001465,-13.97017765045166,0.35651886463165283,NA,NA
MHI,Hawaii,-154.97484572,19.66451297,-12.399999618530273,1.2685296535491943,-16.15730094909668,NA,9.212169647216797,-13.834710121154785,0.6068793535232544,NA,NA
MHI,Hawaii,-154.94640316,19.37339933,-22.5,NA,-23.5030517578125,NA,81.18589782714844,-8.68206787109375,4.076705574989319,NA,NA
MHI,Hawaii,-155.901983,19.229177,-6.800000190734863,8.010201454162598,-50.54523849487305,NA,153.38204956054688,-6.76708459854126,6.770858287811279,NA,NA
MHI,Hawaii,-155.987906,19.835369,-1.2000000476837158,0.49916595220565796,-14.393810272216797,NA,7.201315402984619,-14.219514846801758,1.7966945171356201,NA,NA
MHI,Hawaii,-155.081361,19.853316,-48.29999923706055,4.560578107833862,-23.980480194091797,NA,18.192873001098633,-14.4808349609375,1.393038272857666,NA,NA
MHI,Hawaii,-155.10798,19.87712,-5.5,12.483956336975098,-21.865400314331055,NA,19.1220703125,NA,NA,NA,NA
MHI,Hawaii,-155.975209,19.848332,-1.899999976158142,0.8401429057121277,-28.946252822875977,NA,14.353900909423828,-10.742457389831543,2.7804861068725586,NA,NA
MHI,Hawaii,-155.55666648,19.03911771,-16.100000381469727,10.58973503112793,-14.281927108764648,NA,57.16012954711914,-16.128591537475586,4.202564239501953,NA,NA
MHI,Hawaii,-155.962008,19.853365,-1.2000000476837158,1.1026483178138733,-1.7036242485046387,NA,7.92831563949585,-20.079833984375,3.5438098907470703,NA,NA
MHI,Hawaii,-155.730055,20.217855,-33.70000076293945,10.56866455078125,-41.77503967285156,NA,25.891159057617188,-83.02835442363352,NA,NA,NA
MHI,Hawaii,-155.50239768,19.13276888,-4.199999809265137,1.0408328771591187,-23.5331974029541,NA,14.599639892578125,-10.329154014587402,3.759773015975952,NA,NA
MHI,Hawaii,-155.922736,19.873197,-0.10000000149011612,0.20786573737859726,-21.9304256439209,NA,21.667640686035156,-8.253461837768555,11.121270179748535,NA,NA
MHI,Hawaii,-155.7924614,20.25059533,-2.299999952316284,0.736545979976654,-23.5087947845459,NA,30.369935989379883,NA,NA,NA,NA
MHI,Hawaii,-156.049673,19.777651,-10,2.608959197998047,-5.921178817749023,NA,5.277957439422607,-11.978976249694824,0.2456401139497757,NA,NA
MHI,Hawaii,-155.56104,19.031586,-14.399999618530273,12.95492172241211,-30.49631690979004,NA,54.1104621887207,-18.789249420166016,5.732816219329834,NA,NA
MHI,Hawaii,-155.693117,20.185372,-2.799999952316284,0.7047458291053772,-21.72186279296875,NA,125.1613998413086,-68.0798571737189,NA,NA,NA
